Entity,Code,Year,Coal (terawatt-hours),Crude oil (terawatt-hours),Natural gas (terawatt-hours)
Spain,ESP,1969,97.15294464,2.209700022,8.540433726
Spain,ESP,1970,98.63289705,1.756130017,9.021584922
Spain,ESP,1971,93.39233177,1.430490014,0.312748277
Spain,ESP,1972,95.81269994,1.604940016,0.02405756
Spain,ESP,1973,88.01705736,8.885320087,0.03608634
Spain,ESP,1974,89.64412578,22.98088023,0.03608634
Spain,ESP,1975,95.16507524,23.58564023,0.03608634
Spain,ESP,1976,100.0846816,20.6083602,0.03608634
Spain,ESP,1977,121.2389156,9.815720097,0.04811512
Spain,ESP,1978,135.9578682,11.39740011,0.180431698
Spain,ESP,1979,156.7443081,13.46754013,0.120287799
Spain,ESP,1980,114.6554263,7.617327019,
Spain,ESP,1981,140.7655475,2.322930995,
Spain,ESP,1982,156.5348529,7.416871045,
Spain,ESP,1983,160.4439587,27.01497998,0.813591153
Spain,ESP,1984,158.1621414,21.87976369,2.580593008
Spain,ESP,1985,158.882028,23.67622065,2.959982637
Spain,ESP,1986,154.044905,27.56641078,4.377676255
Spain,ESP,1987,136.9131933,25.797263,8.374646782
Spain,ESP,1988,130.3451596,26.90482942,10.38456201
Spain,ESP,1989,141.8340267,22.8348008,18.37586538
Spain,ESP,1990,139.7772536,22.03762277,16.37122552
Spain,ESP,1991,131.1414861,24.62442457,15.36890559
Spain,ESP,1992,130.7659214,25.07846915,14.07618017
Spain,ESP,1993,122.8318672,20.18824543,7.699878954
Spain,ESP,1994,118.5905198,20.28722351,2.33309397
Spain,ESP,1995,92.96209775,19.02114358,4.902299885
Spain,ESP,1996,89.48782076,15.62237127,5.503145956
Spain,ESP,1997,91.04807797,13.45583131,2.10390234
Spain,ESP,1998,87.71665997,14.66089598,1.321485324
Spain,ESP,1999,102.5778547,12.93423307,1.690215351
Spain,ESP,2000,93.4193247,14.04816102,1.81250903
Spain,ESP,2001,94.28829551,16.30489438,5.76783632
Spain,ESP,2002,90.20358864,16.42418337,5.717236857
Spain,ESP,2003,84.69389422,19.55611341,2.403266716
Spain,ESP,2004,83.45949075,22.33738109,3.789335909
Spain,ESP,2005,79.97553676,22.13663033,1.766120424
Spain,ESP,2006,76.68977841,21.61158307,0.770567871
Spain,ESP,2007,72.07255619,16.63168478,0.201017293
Spain,ESP,2008,53.94275244,14.96952153,0.181053691
Spain,ESP,2009,50.38967576,17.3865784,0.159389677
Spain,ESP,2010,44.83734422,16.95105832,0.593831696
Spain,ESP,2011,35.20464229,16.7771097,0.58771321
Spain,ESP,2012,32.65666328,20.16512224,0.689434404
Spain,ESP,2013,22.03901546,24.1673201,0.632921918
Spain,ESP,2014,19.71647311,23.62620099,0.559370058
Sri Lanka,LKA,1986,,0.206133595,
Sri Lanka,LKA,1987,,0.247050197,
Sri Lanka,LKA,1988,,0.236148929,
Sri Lanka,LKA,1989,,0.188800049,
Sri Lanka,LKA,1990,,0.178659335,
Sri Lanka,LKA,1991,,0.249933225,
Sri Lanka,LKA,1992,,0.217500628,
Sri Lanka,LKA,1993,,0.164108589,
Sri Lanka,LKA,1994,,0.228195544,
Sri Lanka,LKA,1995,,0.207631119,
Sri Lanka,LKA,1996,,0.332556461,
Sri Lanka,LKA,1997,,0.307788357,
Sri Lanka,LKA,1998,,0.239326746,
Sri Lanka,LKA,1999,,0.2167047,
Sri Lanka,LKA,2000,,0.259926545,
Sri Lanka,LKA,2001,,0.279453315,
Sri Lanka,LKA,2002,,0.310353014,
Sri Lanka,LKA,2003,,0.324821219,
Sri Lanka,LKA,2004,,0.29971116,
Sri Lanka,LKA,2005,,0.32648972,
Sri Lanka,LKA,2006,,0.250127785,
Sri Lanka,LKA,2007,,0.375271271,
Sri Lanka,LKA,2008,,0.356345869,
Sri Lanka,LKA,2009,,0.364564564,
Sri Lanka,LKA,2010,,0.320411187,
Sri Lanka,LKA,2011,,0.320411187,
Sri Lanka,LKA,2012,,0.320411187,
Sri Lanka,LKA,2013,,0.320411187,
Sri Lanka,LKA,2014,,0.320411187,
Suriname,SUR,1985,,0.589576395,
Suriname,SUR,1986,,1.179152789,
Suriname,SUR,1987,,1.179152789,
Suriname,SUR,1988,,1.768729184,
Suriname,SUR,1989,,2.358305579,
Suriname,SUR,1990,,2.299347939,
Suriname,SUR,1991,,2.063517381,
Suriname,SUR,1992,,2.947881973,
Suriname,SUR,1993,,2.947881973,
Suriname,SUR,1994,,3.537458368,
Suriname,SUR,1995,,4.127034763,
Suriname,SUR,1996,,4.420213417,
Suriname,SUR,1997,,2.947881973,
Suriname,SUR,1998,,4.127034763,
Suriname,SUR,1999,,5.895763947,
Suriname,SUR,2000,,5.651284303,
Suriname,SUR,2001,,5.598717672,
Suriname,SUR,2002,,5.598717672,
Suriname,SUR,2003,,5.578371391,
Suriname,SUR,2004,,5.578047124,
Suriname,SUR,2005,,5.565229733,
Suriname,SUR,2006,,6.496064736,
Suriname,SUR,2007,,7.64118128,
Suriname,SUR,2008,,9.000956694,
Suriname,SUR,2009,,9.090660742,
Suriname,SUR,2010,,9.104002856,
Suriname,SUR,2011,,9.104002856,
Suriname,SUR,2012,,9.005738159,
Suriname,SUR,2013,,8.514426462,
Suriname,SUR,2014,,8.514426462,
Swaziland,SWZ,1959,0.008141,,
Swaziland,SWZ,1960,0.097692001,,
Swaziland,SWZ,1961,0.008141,,
Swaziland,SWZ,1964,0.032564,,
Swaziland,SWZ,1965,0.244230002,,
Swaziland,SWZ,1966,0.545447005,,
Swaziland,SWZ,1967,0.634998006,,
Swaziland,SWZ,1968,0.724549007,,
Swaziland,SWZ,1969,0.846664008,,
Swaziland,SWZ,1970,1.00134301,,
Swaziland,SWZ,1971,1.204868012,,
Swaziland,SWZ,1972,1.02576601,,
Swaziland,SWZ,1973,1.156022011,,
Swaziland,SWZ,1974,1.139740011,,
Swaziland,SWZ,1975,1.03390701,,
Swaziland,SWZ,1976,1.02576601,,
Swaziland,SWZ,1977,1.05018901,,
Swaziland,SWZ,1978,1.351406013,,
Swaziland,SWZ,1979,1.367688013,,
Swaziland,SWZ,1980,1.207200576,,
Swaziland,SWZ,1981,1.124802235,,
Swaziland,SWZ,1982,1.124802235,,
Swaziland,SWZ,1983,0.699631042,,
Swaziland,SWZ,1984,0.857385055,,
Swaziland,SWZ,1985,1.138585644,,
Swaziland,SWZ,1986,1.179633818,,
Swaziland,SWZ,1987,1.131542974,,
Swaziland,SWZ,1988,1.131542974,,
Swaziland,SWZ,1989,1.131542974,,
Swaziland,SWZ,1990,1.096631803,,
Swaziland,SWZ,1991,0.843878304,,
Swaziland,SWZ,1992,0.688765231,,
Swaziland,SWZ,1993,0.341012246,,
Swaziland,SWZ,1994,1.249103875,,
Swaziland,SWZ,1995,1.173748142,,
Swaziland,SWZ,1996,0.925288992,,
Swaziland,SWZ,1997,2.324310489,,
Swaziland,SWZ,1998,2.324309786,,
Swaziland,SWZ,1999,3.009995715,,
Swaziland,SWZ,2000,2.372480674,,
Swaziland,SWZ,2001,3.065663461,,
Swaziland,SWZ,2002,3.473094247,,
Swaziland,SWZ,2003,2.796635072,,
Swaziland,SWZ,2004,3.020360394,,
Swaziland,SWZ,2005,3.072055672,,
Swaziland,SWZ,2006,3.021618019,,
Swaziland,SWZ,2007,3.145504219,,
Swaziland,SWZ,2008,3.239725719,,
Swaziland,SWZ,2009,3.279783725,,
Swaziland,SWZ,2010,3.331082476,,
Swaziland,SWZ,2011,3.331082476,,
Swaziland,SWZ,2012,3.331065258,,
Swaziland,SWZ,2013,3.349288224,,
Swaziland,SWZ,2014,3.367610881,,
Sweden,SWE,1900,1.905873247,,
Sweden,SWE,1901,2.057133028,,
Sweden,SWE,1902,2.306711668,,
Sweden,SWE,1903,2.420156504,,
Sweden,SWE,1904,2.427719493,,
Sweden,SWE,1905,2.435282482,,
Sweden,SWE,1906,2.246207755,,
Sweden,SWE,1907,2.306711668,,
Sweden,SWE,1908,2.306711668,,
Sweden,SWE,1909,1.868058301,,
Sweden,SWE,1910,2.29158569,,
Sweden,SWE,1911,2.359652591,,
Sweden,SWE,1912,2.722676067,,
Sweden,SWE,1913,2.752928023,,
Sweden,SWE,1914,2.77561699,,
Sweden,SWE,1915,3.115951499,,
Sweden,SWE,1916,3.138640466,,
Sweden,SWE,1917,3.35040416,,
Sweden,SWE,1918,3.055447586,,
Sweden,SWE,1919,3.244522313,,
Sweden,SWE,1920,3.327715193,,
Sweden,SWE,1921,2.851246881,,
Sweden,SWE,1922,2.866372859,,
Sweden,SWE,1923,3.176455411,,
Sweden,SWE,1924,3.312589215,,
Sweden,SWE,1925,1.996629116,,
Sweden,SWE,1926,2.904187805,,
Sweden,SWE,1927,3.010069652,,
Sweden,SWE,1928,2.715113078,,
Sweden,SWE,1929,2.987380684,,
Sweden,SWE,1930,3.010069652,,
Sweden,SWE,1931,2.594105253,,
Sweden,SWE,1932,2.518475362,,
Sweden,SWE,1933,2.639483187,,
Sweden,SWE,1934,3.138640466,,
Sweden,SWE,1935,3.206707368,,
Sweden,SWE,1936,3.448723018,,
Sweden,SWE,1937,3.478974974,,
Sweden,SWE,1938,3.259648291,,
Sweden,SWE,1939,3.357967149,,
Sweden,SWE,1940,3.766368559,,
Sweden,SWE,1941,4.212584914,,
Sweden,SWE,1942,4.401659641,,
Sweden,SWE,1943,4.220147904,,
Sweden,SWE,1944,4.310903772,,
Sweden,SWE,1945,4.651238281,,
Sweden,SWE,1946,3.690738668,,
Sweden,SWE,1947,3.146203455,,
Sweden,SWE,1948,2.828557914,,
Sweden,SWE,1949,2.397467537,,
Sweden,SWE,1950,2.336963624,0.604760006,
Sweden,SWE,1951,2.110073952,0.465200005,
Sweden,SWE,1952,2.624357209,0.465200005,
Sweden,SWE,1953,2.155451886,0.767580008,
Sweden,SWE,1954,2.019318083,0.721060007,
Sweden,SWE,1955,2.132762919,0.965290009,
Sweden,SWE,1956,2.223518788,1.02344001,
Sweden,SWE,1957,2.299148679,1.104850011,
Sweden,SWE,1958,2.412593515,1.093220011,
Sweden,SWE,1959,2.057133028,1.081590011,
Sweden,SWE,1960,1.898310258,1.186260012,
Sweden,SWE,1961,1.512597815,1.244410012,
Sweden,SWE,1962,1.119322383,1.174630012,
Sweden,SWE,1963,0.748735918,0.918770009,
Sweden,SWE,1964,0.635291082,0.942030009,
Sweden,SWE,1965,0.446216355,0.662910007,
Sweden,SWE,1966,0.302519563,0.314010003,
Sweden,SWE,1967,0.075629891,,
Sweden,SWE,1968,0.158822771,,
Sweden,SWE,1969,0.128570814,,
Sweden,SWE,1970,0.090755869,,
Sweden,SWE,1971,0.090755869,,
Sweden,SWE,1972,0.075629891,,
Sweden,SWE,1973,0.090755869,,
Sweden,SWE,1974,0.08319288,,
Sweden,SWE,1975,0.08319288,,
Sweden,SWE,1976,0.090755869,0.03489,
Sweden,SWE,1977,0.090755869,0.01163,
Sweden,SWE,1978,0.121007825,0.01163,
Sweden,SWE,1979,0.105881847,0.01163,
Sweden,SWE,1980,0.108894123,3.640634237,
Sweden,SWE,1981,0.169390906,2.55982279,
Sweden,SWE,1982,0.078645786,2.020949966,
Sweden,SWE,1983,0.078645786,2.201949919,
Sweden,SWE,1984,0.078645786,0.034160056,
Sweden,SWE,1985,0.072596118,0.158761132,
Sweden,SWE,1986,0.072596118,1.166494584,
Sweden,SWE,1987,0.151241849,1.468263366,
Sweden,SWE,1988,0.181490241,1.39991967,
Sweden,SWE,1989,0.120993512,0.970030042,
Sweden,SWE,1990,0.066546396,0.937986565,
Sweden,SWE,1991,0.169390906,0.531939406,
Sweden,SWE,1992,0.253788577,0.73895147,
Sweden,SWE,1993,0.027436631,0.657495595,
Sweden,SWE,1994,0.003316415,0.456662292,
Sweden,SWE,1995,,1.241412057,
Sweden,SWE,1996,,1.25351606,
Sweden,SWE,1997,,1.036652175,
Sweden,SWE,1998,,1.135311889,
Sweden,SWE,1999,,1.366991829,
Sweden,SWE,2000,,0.923306113,
Sweden,SWE,2001,,1.220741508,
Sweden,SWE,2002,,2.064018521,
Sweden,SWE,2003,,2.428453378,
Sweden,SWE,2004,,2.716962587,
Sweden,SWE,2005,,2.328608616,
Sweden,SWE,2006,,3.461957215,
Sweden,SWE,2007,,4.287364168,
Sweden,SWE,2008,,4.993829978,
Sweden,SWE,2009,,6.598220638,
Sweden,SWE,2010,,6.143073557,
Sweden,SWE,2011,,6.642544991,
Sweden,SWE,2012,,7.249431349,
Sweden,SWE,2013,,6.898633394,
Sweden,SWE,2014,,6.898633394,
Switzerland,CHE,1980,,0.629078013,
Switzerland,CHE,1981,,0.762440194,
Switzerland,CHE,1982,,0.662801783,
Switzerland,CHE,1983,,0.63190798,
Switzerland,CHE,1984,,0.765004851,
Switzerland,CHE,1985,,0.939206988,0.305678271
Switzerland,CHE,1986,,1.026900581,0.294834459
Switzerland,CHE,1987,,0.95824441,0.094359274
Switzerland,CHE,1988,,0.830524476,0.077812716
Switzerland,CHE,1989,,0.713016004,0.047237304
Switzerland,CHE,1990,,0.685995718,0.03880297
Switzerland,CHE,1991,,0.810761875,0.033050181
Switzerland,CHE,1992,,0.692693306,0.030280613
Switzerland,CHE,1993,,0.849968705,0.024984849
Switzerland,CHE,1994,,0.937538487,0.011117451
Switzerland,CHE,1995,,0.922651683,
Switzerland,CHE,1996,,1.016535828,
Switzerland,CHE,1997,,1.158240515,
Switzerland,CHE,1998,,1.292380936,
Switzerland,CHE,1999,,1.206432489,
Switzerland,CHE,2000,,1.006129805,
Switzerland,CHE,2001,,1.072445358,
Switzerland,CHE,2002,,1.149491201,
Switzerland,CHE,2003,,0.959865745,
Switzerland,CHE,2004,,1.981578054,
Switzerland,CHE,2005,,1.958790926,
Switzerland,CHE,2006,,2.042198299,
Switzerland,CHE,2007,,2.065781355,
Switzerland,CHE,2008,,2.155968856,
Switzerland,CHE,2009,,2.286335988,
Switzerland,CHE,2010,,2.125870981,
Switzerland,CHE,2011,,2.130027495,
Switzerland,CHE,2012,,1.775804101,
Switzerland,CHE,2013,,2.281660647,
Switzerland,CHE,2014,,2.281660647,
Syria,SYR,1968,,11.94401012,
Syria,SYR,1969,,30.6334203,1.204325279
Syria,SYR,1970,,49.19490048,2.047352973
Syria,SYR,1971,,61.51107061,2.384564051
Syria,SYR,1972,,68.17506067,2.733818382
Syria,SYR,1973,,64.46509063,2.384564051
Syria,SYR,1974,,74.73438074,2.167785501
Syria,SYR,1975,,111.3223611,2.517039832
Syria,SYR,1976,,116.7768311,2.661558866
Syria,SYR,1977,,117.6607112,2.408650557
Syria,SYR,1978,,115.4161211,2.408650557
Syria,SYR,1979,,101.192631,
Syria,SYR,1980,,96.69052873,4.792964951
Syria,SYR,1981,,97.86968152,2.489522383
Syria,SYR,1982,,94.33222315,2.537452033
Syria,SYR,1983,,98.45925791,2.48106421
Syria,SYR,1984,,100.2279871,2.537452033
Syria,SYR,1985,,104.9445983,1.409695574
Syria,SYR,1986,,112.1045319,2.537452033
Syria,SYR,1987,,133.0832165,6.174466614
Syria,SYR,1988,,153.1953712,5.077723457
Syria,SYR,1989,,198.7661067,9.958089534
Syria,SYR,1990,,227.0210425,29.03972882
Syria,SYR,1991,,289.2215408,34.96045023
Syria,SYR,1992,,282.0863517,35.84404742
Syria,SYR,1993,,328.7009087,36.8397154
Syria,SYR,1994,,332.2177908,37.83340981
Syria,SYR,1995,,344.1114333,29.27373829
Syria,SYR,1996,,354.2359929,40.02585295
Syria,SYR,1997,,341.6573865,45.40246006
Syria,SYR,1998,,337.3127685,57.25090907
Syria,SYR,1999,,328.9457126,60.13834622
Syria,SYR,2000,,322.3713344,60.73574701
Syria,SYR,2001,,302.673988,55.6578403
Syria,SYR,2002,,306.4501363,73.68771079
Syria,SYR,2003,,300.7800033,74.22953219
Syria,SYR,2004,,287.7506126,76.9386392
Syria,SYR,2005,,273.4419708,63.89249062
Syria,SYR,2006,,258.7221703,65.46361744
Syria,SYR,2007,,242.8289594,62.84507274
Syria,SYR,2008,,236.0368978,61.79765486
Syria,SYR,2009,,235.8940553,68.18690393
Syria,SYR,2010,,247.9587398,93.63915839
Syria,SYR,2011,,220.3084205,82.43178708
Syria,SYR,2012,,100.5384344,60.75023698
Syria,SYR,2013,,44.28836561,55.51314759
Syria,SYR,2014,,19.28225517,51.14189341
Taiwan,TWN,1900,0.341922003,,
Taiwan,TWN,1901,0.537306005,,
Taiwan,TWN,1902,0.789677008,,
Taiwan,TWN,1903,0.659421006,,
Taiwan,TWN,1904,0.675703007,,
Taiwan,TWN,1905,0.773395008,,
Taiwan,TWN,1906,0.838523008,,
Taiwan,TWN,1907,1.099035011,,
Taiwan,TWN,1908,1.253714012,,
Taiwan,TWN,1909,1.497944015,,
Taiwan,TWN,1910,1.888712019,,
Taiwan,TWN,1911,2.07595502,,
Taiwan,TWN,1912,2.271339022,,
Taiwan,TWN,1913,2.621402026,,
Taiwan,TWN,1914,2.816786028,,
Taiwan,TWN,1915,3.109862031,,
Taiwan,TWN,1916,4.249602042,,
Taiwan,TWN,1917,5.519598054,,
Taiwan,TWN,1918,6.577928065,,
Taiwan,TWN,1919,8.922536088,,
Taiwan,TWN,1920,9.345868092,,
Taiwan,TWN,1921,8.450358083,,
Taiwan,TWN,1922,10.96592711,,
Taiwan,TWN,1923,11.76374512,,
Taiwan,TWN,1924,12.26034612,,
Taiwan,TWN,1925,13.64431613,,
Taiwan,TWN,1926,14.58053114,,
Taiwan,TWN,1927,15.11783715,,
Taiwan,TWN,1928,12.89534413,,
Taiwan,TWN,1929,12.45573012,,0.830984442
Taiwan,TWN,1930,13.01745913,,
Taiwan,TWN,1931,11.57650211,,
Taiwan,TWN,1932,11.03105511,,
Taiwan,TWN,1933,12.48015312,,
Taiwan,TWN,1934,12.38246112,,
Taiwan,TWN,1935,13.00117713,,
Taiwan,TWN,1936,14.19790414,,
Taiwan,TWN,1937,15.89937316,0.04652,0.457643606
Taiwan,TWN,1938,17.90205918,0.04652,
Taiwan,TWN,1939,21.32127921,0.058150001,
Taiwan,TWN,1940,23.12858123,0.058150001,
Taiwan,TWN,1941,23.48678523,0.058150001,
Taiwan,TWN,1942,18.81385119,0.04652,
Taiwan,TWN,1943,18.91968419,0.03489,
Taiwan,TWN,1944,13.45707313,0.03489,
Taiwan,TWN,1945,6.472095064,0.02326,
Taiwan,TWN,1946,8.539909084,0.02326,0.457643606
Taiwan,TWN,1947,10.6484281,0.03489,0.276994814
Taiwan,TWN,1948,13.43265013,0.03489,0.228821803
Taiwan,TWN,1949,13.13957413,0.03489,0.228821803
Taiwan,TWN,1950,11.43810511,0.03489,0.289038067
Taiwan,TWN,1951,13.48963713,0.03489,0.252908308
Taiwan,TWN,1952,18.61032618,0.03489,0.204735297
Taiwan,TWN,1953,19.48141319,0.03489,0.240865056
Taiwan,TWN,1954,17.20193317,0.058150001,0.325167825
Taiwan,TWN,1955,19.20461919,0.03489,0.313124572
Taiwan,TWN,1956,20.5885892,0.03489,0.325167825
Taiwan,TWN,1957,23.73915623,0.02326,0.349254331
Taiwan,TWN,1958,25.89652125,0.02326,0.313124572
Taiwan,TWN,1959,29.00638329,0.02326,0.313124572
Taiwan,TWN,1960,32.25464232,0.02326,0.30108132
Taiwan,TWN,1961,34.49341734,0.03489,0.445600353
Taiwan,TWN,1962,37.07411436,0.02326,0.457643606
Taiwan,TWN,1963,39.15821039,0.03489,0.614205892
Taiwan,TWN,1964,40.9329484,0.104670001,2.035309721
Taiwan,TWN,1965,41.1446144,0.220970002,3.733408363
Taiwan,TWN,1966,40.8271154,0.372160004,5.286987973
Taiwan,TWN,1967,41.33999841,0.407050004,6.346794218
Taiwan,TWN,1968,40.8189744,,8.478449961
Taiwan,TWN,1969,37.81494537,0.290750003,10.75462474
Taiwan,TWN,1970,36.41469336,1.01181001,11.05570606
Taiwan,TWN,1971,33.34553633,1.256040012,13.13918879
Taiwan,TWN,1972,31.85573331,1.442120014,15.22267152
Taiwan,TWN,1973,27.08510727,1.674720016,17.51088955
Taiwan,TWN,1974,23.88569424,2.093400021,19.11264217
Taiwan,TWN,1975,25.57088125,2.139920021,18.96812314
Taiwan,TWN,1976,26.34427626,2.465560024,22.11141211
Taiwan,TWN,1977,24.06479624,2.535340025,22.71357475
Taiwan,TWN,1978,23.47864423,2.465560024,22.17162838
Taiwan,TWN,1979,22.14352022,,20.72643804
Taiwan,TWN,1980,18.55559334,5.306187552,13.1942816
Taiwan,TWN,1981,17.63484367,5.895763947,16.27451042
Taiwan,TWN,1982,17.18621438,4.716611158,14.42227015
Taiwan,TWN,1983,16.12260069,4.716611158,14.42227015
Taiwan,TWN,1984,14.49820213,4.716611158,15.95505764
Taiwan,TWN,1985,13.39563148,3.537458368,15.34252875
Taiwan,TWN,1986,12.43786434,1.299143377,12.274023
Taiwan,TWN,1987,10.80990392,0.042148816,13.2558276
Taiwan,TWN,1988,8.836074771,1.621016714,7.367622127
Taiwan,TWN,1989,5.655789552,3.124583915,15.38884838
Taiwan,TWN,1990,3.403601279,3.154398793,24.54851188
Taiwan,TWN,1991,2.902668767,3.594889005,10.0669321
Taiwan,TWN,1992,2.306007998,2.693792235,9.107981557
Taiwan,TWN,1993,2.145838301,2.769399511,8.590057645
Taiwan,TWN,1994,1.865296918,2.55349074,9.522039334
Taiwan,TWN,1995,1.737228286,4.124776685,9.832699897
Taiwan,TWN,1996,1.054532654,3.736210467,9.418480928
Taiwan,TWN,1997,0.680540511,4.155393387,9.625480509
Taiwan,TWN,1998,0.543529007,4.186198754,9.211481347
Taiwan,TWN,1999,0.629607766,4.53017531,9.211481347
Taiwan,TWN,2000,0.571278067,3.758520037,9.211481347
Taiwan,TWN,2001,,2.125894564,8.797482186
Taiwan,TWN,2002,,4.931193382,9.625480509
Taiwan,TWN,2003,,4.654711532,8.590482605
Taiwan,TWN,2004,,6.247976885,8.797482186
Taiwan,TWN,2005,,9.267321413,8.279983233
Taiwan,TWN,2006,,12.20920739,4.450490988
Taiwan,TWN,2007,,15.49573615,3.932992036
Taiwan,TWN,2008,,9.513033272,3.208493503
Taiwan,TWN,2009,,16.79796891,3.208493503
Taiwan,TWN,2010,,12.2228443,2.690994551
Taiwan,TWN,2011,,12.78294187,3.001493922
Taiwan,TWN,2012,,12.78353145,4.108943145
Taiwan,TWN,2013,,12.78353145,3.550044277
Taiwan,TWN,2014,,12.78353145,4.391656956
Tajikistan,TJK,1992,1.001986992,0.772934653,1.08318253
Tajikistan,TJK,1993,0.814674734,0.471661116,
Tajikistan,TJK,1994,0.496296076,0.353745837,0.359015173
Tajikistan,TJK,1995,0.159189329,0.412703476,0.423453794
Tajikistan,TJK,1996,0.093640784,0.368880263,0.303782069
Tajikistan,TJK,1997,0.083572953,0.369410882,0.433457122
Tajikistan,TJK,1998,0.093405099,0.296574614,0.650185683
Tajikistan,TJK,1999,0.093406678,0.293626732,0.650185683
Tajikistan,TJK,2000,0.108155079,0.231125738,0.433457122
Tajikistan,TJK,2001,0.117987347,0.193988321,0.541821403
Tajikistan,TJK,2002,0.176981043,0.183818128,0.216728561
Tajikistan,TJK,2003,0.23105856,0.209169913,0.433457122
Tajikistan,TJK,2004,0.457201031,0.149027225,0.422622228
Tajikistan,TJK,2005,0.486697834,0.166319501,0.432837618
Tajikistan,TJK,2006,0.516194682,0.178659335,0.38005123
Tajikistan,TJK,2007,0.889821348,0.166950348,0.211139572
Tajikistan,TJK,2008,0.978311847,0.140283807,0.316709359
Tajikistan,TJK,2009,0.993060248,0.131357621,0.401165188
Tajikistan,TJK,2010,0.98322798,0.129588892,0.432837618
Tajikistan,TJK,2011,1.160209023,0.129588892,0.200584089
Tajikistan,TJK,2012,0.983211366,0.128851921,0.158356174
Tajikistan,TJK,2013,1.025002523,0.124282704,0.137242217
Tajikistan,TJK,2014,0.907150241,0.124282704,0.121293298
Tanzania,TZA,1954,0.008141,,
Tanzania,TZA,1955,0.008141,,
Tanzania,TZA,1956,0.016282,,
Tanzania,TZA,1957,0.008141,,
Tanzania,TZA,1958,0.008141,,
Tanzania,TZA,1959,0.016282,,
Tanzania,TZA,1960,0.016282,,
Tanzania,TZA,1961,0.016282,,
Tanzania,TZA,1962,0.024423,,
Tanzania,TZA,1963,0.016282,,
Tanzania,TZA,1964,0.008141,,
Tanzania,TZA,1965,0.016282,,
Tanzania,TZA,1966,0.024423,,
Tanzania,TZA,1967,0.016282,,
Tanzania,TZA,1968,0.024423,,
Tanzania,TZA,1969,0.024423,,
Tanzania,TZA,1970,0.024423,,
Tanzania,TZA,1971,0.024423,,
Tanzania,TZA,1972,0.024423,,
Tanzania,TZA,1973,0.016282,,
Tanzania,TZA,1974,0.016282,,
Tanzania,TZA,1975,0.008141,,
Tanzania,TZA,1976,0.024423,,
Tanzania,TZA,1977,0.024423,,
Tanzania,TZA,1978,0.032564,,
Tanzania,TZA,1979,0.032564,,
Tanzania,TZA,1980,0.007151925,,
Tanzania,TZA,1981,0.01430385,,
Tanzania,TZA,1982,0.01430385,,
Tanzania,TZA,1983,0.028607764,,
Tanzania,TZA,1984,0.021455775,,
Tanzania,TZA,1985,0.028607764,,
Tanzania,TZA,1986,0.028607764,0.00979876,
Tanzania,TZA,1987,0.021455775,0.046134353,
Tanzania,TZA,1988,0.021455775,0.018878236,
Tanzania,TZA,1989,0.021455775,0.135089639,
Tanzania,TZA,1990,0.028607764,0.095729519,
Tanzania,TZA,1991,0.028607764,0.078743823,
Tanzania,TZA,1992,0.028607764,0.001073029,
Tanzania,TZA,1993,0.314685084,0.094915904,
Tanzania,TZA,1994,0.328988934,0.093076425,
Tanzania,TZA,1995,0.324962673,0.093447859,
Tanzania,TZA,1996,0.388317466,0.092451474,
Tanzania,TZA,1997,0.190751459,0.091767566,
Tanzania,TZA,1998,0.306564819,0.092522224,
Tanzania,TZA,1999,0.510944005,0.097692809,
Tanzania,TZA,2000,0.538194381,,
Tanzania,TZA,2001,0.531381803,,
Tanzania,TZA,2002,0.538194381,,
Tanzania,TZA,2003,0.37469225,,
Tanzania,TZA,2004,0.442818159,,1.288772415
Tanzania,TZA,2005,0.211190181,,4.30470033
Tanzania,TZA,2006,0.122626537,,5.321087908
Tanzania,TZA,2007,0.183939867,,5.59519867
Tanzania,TZA,2008,0.102188801,,5.911908029
Tanzania,TZA,2009,0.170314648,0.005895764,6.946491934
Tanzania,TZA,2010,0.32019156,0.005895764,8.234443326
Tanzania,TZA,2011,0.306566403,0.005895764,9.079001616
Tanzania,TZA,2012,0.654004959,0.005895764,10.50419522
Tanzania,TZA,2013,0.657582766,0.005895764,10.50419522
Tanzania,TZA,2014,0.661180146,0.005895764,10.51449345
Thailand,THA,1952,0.01074612,,
Thailand,THA,1953,0.00268653,,
Thailand,THA,1954,0.01611918,,
Thailand,THA,1955,0.110147731,,
Thailand,THA,1956,0.236414642,,
Thailand,THA,1957,0.260593413,,
Thailand,THA,1958,0.276712593,,
Thailand,THA,1959,0.295518303,,
Thailand,THA,1960,0.290145243,0.069780001,
Thailand,THA,1961,0.290145243,0.162820002,
Thailand,THA,1962,0.362681554,0.081410001,
Thailand,THA,1963,0.368054614,0.069780001,
Thailand,THA,1964,0.279399123,0.02326,
Thailand,THA,1965,0.335816253,0.02326,
Thailand,THA,1966,0.459396635,0.02326,
Thailand,THA,1967,0.899987559,0.02326,
Thailand,THA,1968,0.819391658,0.04652,
Thailand,THA,1969,0.934912449,0.02326,
Thailand,THA,1970,1.074612011,0.116300001,
Thailand,THA,1971,1.195505862,0.151190001,
Thailand,THA,1972,0.926852859,0.069780001,
Thailand,THA,1973,0.96983734,0.069780001,
Thailand,THA,1974,1.302967063,0.069780001,
Thailand,THA,1975,1.241176872,0.069780001,
Thailand,THA,1976,1.826840418,0.093040001,
Thailand,THA,1977,1.179386682,0.162820002,
Thailand,THA,1978,1.716692687,0.174450002,
