Entity,Code,Year,Coal (terawatt-hours)
India,IND,1991,1357.8776965797113
India,IND,1992,1438.2565623469598
India,IND,1993,1489.6253275828071
India,IND,1994,1537.2870814841483
India,IND,1995,1631.6134028861063
India,IND,1996,1678.4825275811206
India,IND,1997,1755.9234869729803
India,IND,1998,1814.3402969936828
India,IND,1999,1797.3148917435685
India,IND,2000,1911.791439307516
India,IND,2001,1927.7252354192758
India,IND,2002,2013.4561461590533
India,IND,2003,2108.817851581386
India,IND,2004,2244.7197418766523
India,IND,2005,2456.9944874695293
India,IND,2006,2551.3471297310343
India,IND,2007,2792.6094471327388
India,IND,2008,3016.2115578170283
India,IND,2009,3266.1451762526935
India,IND,2010,3377.368484325087
India,IND,2011,3544.4476519766977
India,IND,2012,3837.757563670338
India,IND,2013,4102.859749228193
India,IND,2014,4507.140140578813
India,IND,2015,4611.880212478897
India,IND,2016,4790.970462912737
Indonesia,IDN,1965,1.5002700000000002
Indonesia,IDN,1966,1.8375400000000002
Indonesia,IDN,1967,1.2909300000000001
Indonesia,IDN,1968,0.9652900000000001
Indonesia,IDN,1969,1.163
Indonesia,IDN,1970,1.01181
Indonesia,IDN,1971,1.163
Indonesia,IDN,1972,1.163
Indonesia,IDN,1973,0.7792100000000001
Indonesia,IDN,1974,0.84899
Indonesia,IDN,1975,1.08159
Indonesia,IDN,1976,1.08159
Indonesia,IDN,1977,1.163
Indonesia,IDN,1978,1.54679
Indonesia,IDN,1979,2.326
Indonesia,IDN,1980,2.94239
Indonesia,IDN,1981,3.1401000000000003
Indonesia,IDN,1982,2.96565
Indonesia,IDN,1983,2.96565
Indonesia,IDN,1984,3.1052100000000005
Indonesia,IDN,1985,10.467
Indonesia,IDN,1986,16.81698
Indonesia,IDN,1987,26.36521
Indonesia,IDN,1988,27.53984
Indonesia,IDN,1989,41.333020000000005
Indonesia,IDN,1990,39.796891446622006
Indonesia,IDN,1991,40.275351612092
Indonesia,IDN,1992,49.16198025225601
Indonesia,IDN,1993,57.30964957810001
Indonesia,IDN,1994,57.329742196446006
Indonesia,IDN,1995,63.09168476992101
Indonesia,IDN,1996,75.2058513612
Indonesia,IDN,1997,92.74977148920001
Indonesia,IDN,1998,99.53433435120002
Indonesia,IDN,1999,136.99486579614802
Indonesia,IDN,2000,153.103904724572
Indonesia,IDN,2001,194.37557053513103
Indonesia,IDN,2002,200.50098325517902
Indonesia,IDN,2003,269.147382832197
Indonesia,IDN,2004,247.27150952667603
Indonesia,IDN,2005,283.38047544407704
Indonesia,IDN,2006,335.76780392081
Indonesia,IDN,2007,421.2596758860001
Indonesia,IDN,2008,366.45720946267306
Indonesia,IDN,2009,385.794915471
Indonesia,IDN,2010,459.1572846000001
Indonesia,IDN,2011,545.2170659216401
Indonesia,IDN,2012,616.6037876411291
Indonesia,IDN,2013,663.067784817086
Indonesia,IDN,2014,524.7464586603451
Indonesia,IDN,2015,594.945163935824
Indonesia,IDN,2016,729.1839405801945
Iran,IRN,1965,2.45393
Iran,IRN,1966,2.69816
Iran,IRN,1967,2.9772800000000004
Iran,IRN,1968,3.2796600000000007
Iran,IRN,1969,3.6169300000000004
Iran,IRN,1970,3.9890900000000005
Iran,IRN,1971,2.81041276
Iran,IRN,1972,4.39108095
Iran,IRN,1973,7.38324735
Iran,IRN,1974,8.08614129
Iran,IRN,1975,14.97947489
Iran,IRN,1976,14.80502489
Iran,IRN,1977,14.97735823
Iran,IRN,1978,9.151670260000001
Iran,IRN,1979,13.20983083
Iran,IRN,1980,13.91149199
Iran,IRN,1981,11.616997660000001
Iran,IRN,1982,15.66866869
Iran,IRN,1983,14.783497760000001
Iran,IRN,1984,11.429498800000001
Iran,IRN,1985,11.24466321
Iran,IRN,1986,11.074993140000002
Iran,IRN,1987,10.894169900000001
Iran,IRN,1988,11.241999940000001
Iran,IRN,1989,8.2591608
Iran,IRN,1990,8.26117279
Iran,IRN,1991,11.791994270000002
Iran,IRN,1992,10.38550859
Iran,IRN,1993,12.766506860000002
Iran,IRN,1994,12.81784168
Iran,IRN,1995,12.00499772
Iran,IRN,1996,12.558329859999999
Iran,IRN,1997,12.87200259
Iran,IRN,1998,14.989162680000002
Iran,IRN,1999,14.26488117
Iran,IRN,2000,15.159658480000003
Iran,IRN,2001,14.862000260000002
Iran,IRN,2002,14.08155748
Iran,IRN,2003,15.257164400000002
Iran,IRN,2004,15.971223140000001
Iran,IRN,2005,18.102769540000004
Iran,IRN,2006,17.47377262
Iran,IRN,2007,18.21539446
Iran,IRN,2008,13.639931490000002
Iran,IRN,2009,15.789039190000004
Iran,IRN,2010,14.953167830000002
Iran,IRN,2011,16.59933618
Iran,IRN,2012,13.067665710000002
Iran,IRN,2013,16.68594479
Iran,IRN,2014,18.897156690000003
Iran,IRN,2015,19.029482830000003
Iran,IRN,2016,19.89260328
Ireland,IRL,1965,36.355380000000004
Ireland,IRL,1966,41.41443
Ireland,IRL,1967,44.10096
Ireland,IRL,1968,53.85853000000001
Ireland,IRL,1969,51.27667000000001
Ireland,IRL,1970,25.0045
Ireland,IRL,1971,23.86476
Ireland,IRL,1972,22.213300000000004
Ireland,IRL,1973,21.666690000000003
Ireland,IRL,1974,23.364670000000004
Ireland,IRL,1975,19.78263
Ireland,IRL,1976,20.340870000000002
Ireland,IRL,1977,21.306160000000002
Ireland,IRL,1978,20.154790000000002
Ireland,IRL,1979,23.120440000000002
Ireland,IRL,1980,21.910920000000004
Ireland,IRL,1981,22.93436
Ireland,IRL,1982,24.260180000000005
Ireland,IRL,1983,26.31869
Ireland,IRL,1984,25.22547
Ireland,IRL,1985,28.98196
Ireland,IRL,1986,31.854570000000002
Ireland,IRL,1987,40.92597000000001
Ireland,IRL,1988,41.67029000000001
Ireland,IRL,1989,41.7517
Ireland,IRL,1990,40.26152849337615
Ireland,IRL,1991,38.621991936054
Ireland,IRL,1992,36.78681338908908
Ireland,IRL,1993,35.746235275013795
Ireland,IRL,1994,34.203611886076125
Ireland,IRL,1995,34.4378135665059
Ireland,IRL,1996,34.715331253522834
Ireland,IRL,1997,33.03001536159908
Ireland,IRL,1998,33.25062924493238
Ireland,IRL,1999,28.60133629931008
Ireland,IRL,2000,30.439288679516956
Ireland,IRL,2001,31.88851297199469
Ireland,IRL,2002,30.6715176000548
Ireland,IRL,2003,29.665740353720615
Ireland,IRL,2004,27.737887507473225
Ireland,IRL,2005,31.07494309120721
Ireland,IRL,2006,27.706350397243252
Ireland,IRL,2007,27.30586401351685
Ireland,IRL,2008,26.444050976614463
Ireland,IRL,2009,22.81747915925869
Ireland,IRL,2010,23.068632010044816
Ireland,IRL,2011,22.670332792603215
Ireland,IRL,2012,26.329203098787016
Ireland,IRL,2013,23.803693996131692
Ireland,IRL,2014,23.616601629858327
Ireland,IRL,2015,25.416998786888055
Ireland,IRL,2016,25.306489711296308
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0.011630000000000001
Israel,ISR,1981,0.011630000000000001
Israel,ISR,1982,6.454650000000001
Israel,ISR,1983,12.164980000000002
Israel,ISR,1984,19.689590000000003
Israel,ISR,1985,21.480610000000002
Israel,ISR,1986,23.853130000000004
Israel,ISR,1987,25.399920000000005
Israel,ISR,1988,24.34159
Israel,ISR,1989,26.295430000000003
Israel,ISR,1990,27.565228290000007
Israel,ISR,1991,29.84846478
Israel,ISR,1992,36.73735572
Israel,ISR,1993,41.50656286
Israel,ISR,1994,43.99226602000001
Israel,ISR,1995,48.01901396000001
Israel,ISR,1996,58.213406760000005
Israel,ISR,1997,63.302194670000006
Israel,ISR,1998,67.95360154000001
Israel,ISR,1999,66.74111589
Israel,ISR,2000,72.74456841000001
Israel,ISR,2001,83.96878608000002
Israel,ISR,2002,88.76048564000001
Israel,ISR,2003,91.98803161000002
Israel,ISR,2004,92.87358633000001
Israel,ISR,2005,92.33706186600001
Israel,ISR,2006,91.28712352273801
Israel,ISR,2007,93.35963593732367
Israel,ISR,2008,91.86979428390221
Israel,ISR,2009,89.965735543614
Israel,ISR,2010,89.91976370970801
Israel,ISR,2011,92.2519420123
Israel,ISR,2012,102.468961377372
Israel,ISR,2013,85.765863377094
Israel,ISR,2014,79.97722424910401
Israel,ISR,2015,78.47121484108021
Israel,ISR,2016,66.49660887861458
Italy,ITA,1965,100.32038000000001
Italy,ITA,1966,104.34436
Italy,ITA,1967,114.34616000000001
Italy,ITA,1968,110.74086000000001
Italy,ITA,1969,113.67162
Italy,ITA,1970,114.78810000000001
Italy,ITA,1971,110.89205000000001
Italy,ITA,1972,103.19299000000002
Italy,ITA,1973,104.70489
Italy,ITA,1974,114.02052
Italy,ITA,1975,114.3229
Italy,ITA,1976,113.35761000000001
Italy,ITA,1977,111.47355000000002
Italy,ITA,1978,113.39250000000003
Italy,ITA,1979,124.44100000000002
Italy,ITA,1980,146.00302000000002
Italy,ITA,1981,149.63158
Italy,ITA,1982,167.29755
Italy,ITA,1983,156.58632
Italy,ITA,1984,177.5901
Italy,ITA,1985,175.33388
Italy,ITA,1986,172.34497
Italy,ITA,1987,171.0773
Italy,ITA,1988,160.35444
Italy,ITA,1989,167.30918
Italy,ITA,1990,163.76203000000004
Italy,ITA,1991,160.77777200000003
Italy,ITA,1992,142.284909
Italy,ITA,1993,123.83624
Italy,ITA,1994,132.12843
Italy,ITA,1995,142.78616200000002
Italy,ITA,1996,130.71189600000002
Italy,ITA,1997,131.812094
Italy,ITA,1998,137.0014
Italy,ITA,1999,136.84439500000002
Italy,ITA,2000,145.961152
Italy,ITA,2001,155.276782
Italy,ITA,2002,159.592675
Italy,ITA,2003,172.82645200000002
Italy,ITA,2004,192.88006100000004
Italy,ITA,2005,191.436778
Italy,ITA,2006,193.85465500000004
Italy,ITA,2007,189.88533600000002
Italy,ITA,2008,183.72027300000002
Italy,ITA,2009,143.880545
Italy,ITA,2010,158.8658
Italy,ITA,2011,178.571672
Italy,ITA,2012,182.86197900000002
Italy,ITA,2013,157.550447
Italy,ITA,2014,151.96921
Italy,ITA,2015,143.06063
Italy,ITA,2016,126.4130991
Japan,JPN,1965,566.522886
Japan,JPN,1966,603.7728456000001
Japan,JPN,1967,663.1947024000001
Japan,JPN,1968,682.4550291
Japan,JPN,1969,728.9827049000002
Japan,JPN,1970,702.3052294
Japan,JPN,1971,637.6660383000001
Japan,JPN,1972,623.1214440000001
Japan,JPN,1973,658.8214735
Japan,JPN,1974,698.3456796
Japan,JPN,1975,653.2632639000001
Japan,JPN,1976,638.7905430000001
Japan,JPN,1977,602.6567145
Japan,JPN,1978,545.7324002
Japan,JPN,1979,582.8143063000001
Japan,JPN,1980,677.0604536000001
Japan,JPN,1981,759.0699801000001
Japan,JPN,1982,723.9473801
Japan,JPN,1983,713.5823752000001
Japan,JPN,1984,797.9804711000002
Japan,JPN,1985,832.8265097000001
Japan,JPN,1986,793.0756349
Japan,JPN,1987,809.3264665
Japan,JPN,1988,874.7718492000001
Japan,JPN,1989,876.1640765000001
Japan,JPN,1990,907.6897501000002
Japan,JPN,1991,900.4807783000001
Japan,JPN,1992,885.254666
Japan,JPN,1993,902.8054990000002
Japan,JPN,1994,945.3257094000002
Japan,JPN,1995,979.8555283000002
Japan,JPN,1996,1005.5824839
Japan,JPN,1997,1032.9460131
Japan,JPN,1998,984.7194269000001
Japan,JPN,1999,1035.9771400000002
Japan,JPN,2000,1110.603361
Japan,JPN,2001,1137.154651
Japan,JPN,2002,1207.9080820000001
Japan,JPN,2003,1241.2594330000002
Japan,JPN,2004,1274.1025530000002
Japan,JPN,2005,1326.2667603837922
Japan,JPN,2006,1306.612469134098
Japan,JPN,2007,1368.941395503146
Japan,JPN,2008,1399.2043989145784
Japan,JPN,2009,1181.985327894007
Japan,JPN,2010,1345.7531466997582
Japan,JPN,2011,1274.773730692568
Japan,JPN,2012,1346.934126098258
Japan,JPN,2013,1408.9929537780592
Japan,JPN,2014,1385.7042348766865
Japan,JPN,2015,1394.293927721624
Japan,JPN,2016,1394.889824297193
Kazakhstan,KAZ,1985,443.49842
Kazakhstan,KAZ,1986,465.96758000000005
Kazakhstan,KAZ,1987,484.15690000000006
Kazakhstan,KAZ,1988,505.02112000000005
Kazakhstan,KAZ,1989,482.01698
Kazakhstan,KAZ,1990,450.307268628
Kazakhstan,KAZ,1991,439.57453243200007
Kazakhstan,KAZ,1992,442.8201374660001
Kazakhstan,KAZ,1993,402.12624178999994
Kazakhstan,KAZ,1994,393.372419874
Kazakhstan,KAZ,1995,317.690411192
Kazakhstan,KAZ,1996,283.742897088
Kazakhstan,KAZ,1997,243.58575382400002
Kazakhstan,KAZ,1998,239.854521858
Kazakhstan,KAZ,1999,222.083695778
Kazakhstan,KAZ,2000,207.46405541400003
Kazakhstan,KAZ,2001,259.347837
Kazakhstan,KAZ,2002,262.75077500000003
Kazakhstan,KAZ,2003,290.112676
Kazakhstan,KAZ,2004,309.25216700000004
Kazakhstan,KAZ,2005,312.671387
Kazakhstan,KAZ,2006,329.563962
Kazakhstan,KAZ,2007,362.144244
Kazakhstan,KAZ,2008,392.9506020999999
Kazakhstan,KAZ,2009,359.7931232000001
Kazakhstan,KAZ,2010,388.2556874000001
Kazakhstan,KAZ,2011,422.640015
Kazakhstan,KAZ,2012,424.170523
Kazakhstan,KAZ,2013,421.6525117
Kazakhstan,KAZ,2014,476.533435
Kazakhstan,KAZ,2015,416.281894
Kazakhstan,KAZ,2016,414.15072118607185
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Lithuania,LTU,1985,9.45770208
Lithuania,LTU,1986,11.007236760000001
Lithuania,LTU,1987,10.835298840000002
Lithuania,LTU,1988,10.923088672599235
Lithuania,LTU,1989,10.205696045695264
Lithuania,LTU,1990,9.271436000000001
Lithuania,LTU,1991,10.355352000000002
Lithuania,LTU,1992,4.853199
Lithuania,LTU,1993,4.3031
Lithuania,LTU,1994,3.5727360000000004
Lithuania,LTU,1995,2.8540020000000004
Lithuania,LTU,1996,2.6225650000000003
Lithuania,LTU,1997,2.1201490000000005
Lithuania,LTU,1998,1.8491700000000002
Lithuania,LTU,1999,1.578191
Lithuania,LTU,2000,1.073449
Lithuania,LTU,2001,0.9745940000000001
Lithuania,LTU,2002,1.571213
Lithuania,LTU,2003,2.0294350000000003
Lithuania,LTU,2004,1.9619810000000004
Lithuania,LTU,2005,2.1492240000000002
Lithuania,LTU,2006,2.91913
Lithuania,LTU,2007,2.901685
Lithuania,LTU,2008,2.4620710000000003
Lithuania,LTU,2009,1.9573290000000005
Lithuania,LTU,2010,2.40741
Lithuania,LTU,2011,2.7877110000000003
Lithuania,LTU,2012,2.717931
Lithuania,LTU,2013,3.1273070000000005
Lithuania,LTU,2014,2.6458250000000003
Lithuania,LTU,2015,2.121312
Lithuania,LTU,2016,2.229896948513887
Malaysia,MYS,1965,0.17445
Malaysia,MYS,1966,0.23260000000000003
Malaysia,MYS,1967,0.13956000000000002
Malaysia,MYS,1968,0.13956000000000002
Malaysia,MYS,1969,0.17445
Malaysia,MYS,1970,0.18608000000000002
Malaysia,MYS,1971,0.47683000000000003
Malaysia,MYS,1972,1.2095200000000002
Malaysia,MYS,1973,1.1513700000000002
Malaysia,MYS,1974,1.1513700000000002
Malaysia,MYS,1975,0.10467000000000001
Malaysia,MYS,1976,0.11630000000000001
Malaysia,MYS,1977,0.12793
Malaysia,MYS,1978,0.27912000000000003
Malaysia,MYS,1979,0.39542000000000005
Malaysia,MYS,1980,0.5815
Malaysia,MYS,1981,1.08159
Malaysia,MYS,1982,0.9885500000000002
Malaysia,MYS,1983,2.57023
Malaysia,MYS,1984,2.7795700000000005
Malaysia,MYS,1985,3.70997
Malaysia,MYS,1986,2.7563100000000005
Malaysia,MYS,1987,3.8030100000000004
Malaysia,MYS,1988,3.0238000000000005
Malaysia,MYS,1989,13.921110000000002
Malaysia,MYS,1990,15.421380000000001
Malaysia,MYS,1991,18.16606
Malaysia,MYS,1992,19.073200000000003
Malaysia,MYS,1993,15.944730000000002
Malaysia,MYS,1994,17.712490000000003
Malaysia,MYS,1995,19.41047
Malaysia,MYS,1996,19.503510000000002
Malaysia,MYS,1997,18.863860000000003
Malaysia,MYS,1998,20.13153
Malaysia,MYS,1999,22.5622
Malaysia,MYS,2000,28.912180000000003
Malaysia,MYS,2001,34.552730000000004
Malaysia,MYS,2002,42.35646
Malaysia,MYS,2003,61.82508
Malaysia,MYS,2004,77.13016000000002
Malaysia,MYS,2005,80.11907000000001
Malaysia,MYS,2006,84.87574000000001
Malaysia,MYS,2007,102.89061
Malaysia,MYS,2008,113.76466
Malaysia,MYS,2009,123.54549000000002
Malaysia,MYS,2010,171.85651000000001
Malaysia,MYS,2011,171.79836
Malaysia,MYS,2012,184.70766
Malaysia,MYS,2013,175.22921000000002
Malaysia,MYS,2014,178.60191000000003
Malaysia,MYS,2015,196.30277000000004
Malaysia,MYS,2016,231.4223955112
Mexico,MEX,1965,8.022222222222224
Mexico,MEX,1966,8.556944444444447
Mexico,MEX,1967,10.499444444444448
Mexico,MEX,1968,11.006388888888893
Mexico,MEX,1969,11.156944444444447
Mexico,MEX,1970,12.512500000000005
Mexico,MEX,1971,15.708611111111116
Mexico,MEX,1972,17.36166666666667
Mexico,MEX,1973,18.612500000000004
Mexico,MEX,1974,20.562500000000007
Mexico,MEX,1975,23.61833333333334
Mexico,MEX,1976,18.125000000000004
Mexico,MEX,1977,26.070000000000007
Mexico,MEX,1978,27.181388888888897
Mexico,MEX,1979,26.70305555555556
Mexico,MEX,1980,27.038055555555566
Mexico,MEX,1981,23.898888888888898
Mexico,MEX,1982,28.62111111111112
Mexico,MEX,1983,32.584166666666675
Mexico,MEX,1984,32.67694444444445
Mexico,MEX,1985,35.421666666666674
Mexico,MEX,1986,39.05750000000001
Mexico,MEX,1987,37.77277777777779
Mexico,MEX,1988,35.750555555555565
Mexico,MEX,1989,39.573333333333345
Mexico,MEX,1990,39.241111111111124
Mexico,MEX,1991,37.95500000000001
Mexico,MEX,1992,38.382500000000014
Mexico,MEX,1993,43.29250000000002
Mexico,MEX,1994,52.31833333333334
Mexico,MEX,1995,58.25861111111112
Mexico,MEX,1996,66.79972222222224
Mexico,MEX,1997,66.86416666666669
Mexico,MEX,1998,68.3477777777778
Mexico,MEX,1999,69.54750000000003
Mexico,MEX,2000,76.18694444444448
Mexico,MEX,2001,83.67358305555558
Mexico,MEX,2002,140.1058005555556
Mexico,MEX,2003,103.3183727777778
Mexico,MEX,2004,105.7197016666667
Mexico,MEX,2005,133.42952388888892
Mexico,MEX,2006,143.1982858333334
Mexico,MEX,2007,131.58375027777782
Mexico,MEX,2008,117.54529972222224
Mexico,MEX,2009,119.74644888888892
Mexico,MEX,2010,148.11875472222226
Mexico,MEX,2011,171.3270394444445
Mexico,MEX,2012,149.2660102777778
Mexico,MEX,2013,148.22661000000008
Mexico,MEX,2014,147.93885027777782
Mexico,MEX,2015,147.6504530555556
Mexico,MEX,2016,114.13815993997171
Middle East,,1965,2.5297085911367727
Middle East,,1966,2.7708069070777332
Middle East,,1967,3.053044752691179
Middle East,,1968,3.3570651666607247
Middle East,,1969,3.702176414539289
Middle East,,1970,4.072418933352125
Middle East,,1971,2.8985449
Middle East,,1972,4.46437321
Middle East,,1973,7.541985220000001
Middle East,,1974,8.19432355
Middle East,,1975,15.095484140000002
Middle East,,1976,14.882352759999998
Middle East,,1977,15.054686099999998
Middle East,,1978,9.252351170000003
Middle East,,1979,13.28701914
Middle East,,1980,14.000310299999999
Middle East,,1981,11.741648
Middle East,,1982,22.22158056
Middle East,,1983,27.009151470000003
Middle East,,1984,31.156921190000002
Middle East,,1985,32.740938820000004
Middle East,,1986,34.935961760000005
Middle East,,1987,36.301928520000004
Middle East,,1988,35.591428560000004
Middle East,,1989,34.55459080000001
Middle East,,1990,35.826401080000004
Middle East,,1991,41.65612466
Middle East,,1992,47.13852992
Middle East,,1993,55.137725329999995
Middle East,,1994,57.688923515120564
Middle East,,1995,61.44041183426474
Middle East,,1996,72.34611483499998
Middle East,,1997,77.7435213145461
Middle East,,1998,84.52491923331728
Middle East,,1999,82.57795909824809
Middle East,,2000,89.48134988409852
Middle East,,2001,100.71499832689346
Middle East,,2002,105.65513557201069
Middle East,,2003,110.28521753400003
Middle East,,2004,112.0784317273107
Middle East,,2005,114.04919133284076
Middle East,,2006,113.85613088648229
Middle East,,2007,115.42565867531036
Middle East,,2008,112.39980342044416
Middle East,,2009,114.92180122443105
Middle East,,2010,117.72337367041138
Middle East,,2011,129.856803598774
Middle East,,2012,143.03136662309095
Middle East,,2013,126.68267994239905
Middle East,,2014,125.35379612491715
Middle East,,2015,118.88306513938112
Middle East,,2016,107.82949334973058
Netherlands,NLD,1965,103.05555555555559
Netherlands,NLD,1966,93.88888888888893
Netherlands,NLD,1967,90.2777777777778
Netherlands,NLD,1968,85.55555555555559
Netherlands,NLD,1969,72.7777777777778
Netherlands,NLD,1970,53.33333333333335
Netherlands,NLD,1971,40.27777777777779
Netherlands,NLD,1972,34.44444444444445
Netherlands,NLD,1973,35.000000000000014
Netherlands,NLD,1974,33.33333333333334
Netherlands,NLD,1975,28.055555555555564
Netherlands,NLD,1976,35.000000000000014
Netherlands,NLD,1977,36.66666666666668
Netherlands,NLD,1978,41.94444444444446
Netherlands,NLD,1979,40.00000000000001
Netherlands,NLD,1980,46.38888888888891
Netherlands,NLD,1981,51.38888888888891
Netherlands,NLD,1982,59.444444444444464
Netherlands,NLD,1983,61.3888888888889
Netherlands,NLD,1984,74.16666666666669
Netherlands,NLD,1985,73.88888888888891
Netherlands,NLD,1986,76.11111111111113
Netherlands,NLD,1987,80.2777777777778
Netherlands,NLD,1988,96.11111111111114
Netherlands,NLD,1989,95.27777777777781
Netherlands,NLD,1990,101.6666666666667
Netherlands,NLD,1991,93.61111111111114
Netherlands,NLD,1992,93.33333333333336
Netherlands,NLD,1993,94.1666666666667
Netherlands,NLD,1994,100.2777777777778
Netherlands,NLD,1995,103.61111111111114
Netherlands,NLD,1996,100.00000000000003
Netherlands,NLD,1997,97.22222222222226
Netherlands,NLD,1998,99.16666666666669
Netherlands,NLD,1999,86.94444444444447
Netherlands,NLD,2000,90.2777777777778
Netherlands,NLD,2001,96.11111111111114
Netherlands,NLD,2002,96.6666666666667
Netherlands,NLD,2003,100.00000000000003
Netherlands,NLD,2004,98.61111111111114
Netherlands,NLD,2005,94.1666666666667
Netherlands,NLD,2006,89.72222222222224
Netherlands,NLD,2007,97.7777777777778
Netherlands,NLD,2008,92.50000000000003
Netherlands,NLD,2009,87.22222222222224
Netherlands,NLD,2010,87.7777777777778
Netherlands,NLD,2011,86.66666666666669
Netherlands,NLD,2012,95.27777777777781
Netherlands,NLD,2013,95.27777777777781
Netherlands,NLD,2014,105.27777777777781
Netherlands,NLD,2015,128.0555555555556
Netherlands,NLD,2016,119.44444444444449
New Zealand,NZL,1965,19.13135
New Zealand,NZL,1966,18.608
New Zealand,NZL,1967,16.99143
New Zealand,NZL,1968,15.99125
New Zealand,NZL,1969,16.398300000000003
New Zealand,NZL,1970,16.409930000000003
New Zealand,NZL,1971,14.59565
New Zealand,NZL,1972,14.956180000000002
New Zealand,NZL,1973,16.944910000000004
New Zealand,NZL,1974,17.444561111111117
New Zealand,NZL,1975,16.41661944444445
New Zealand,NZL,1976,16.91669444444445
New Zealand,NZL,1977,16.111172222222226
New Zealand,NZL,1978,14.861116666666671
New Zealand,NZL,1979,13.249994444444448
New Zealand,NZL,1980,13.628225000000004
New Zealand,NZL,1981,13.577947222222226
New Zealand,NZL,1982,13.31054166666667
New Zealand,NZL,1983,14.748750000000005
New Zealand,NZL,1984,13.717163888888892
New Zealand,NZL,1985,12.666030555555558
New Zealand,NZL,1986,14.556855555555561
New Zealand,NZL,1987,12.14986666666667
New Zealand,NZL,1988,13.165961111111116
New Zealand,NZL,1989,14.334275000000003
New Zealand,NZL,1990,13.93324885739355
New Zealand,NZL,1991,13.2855152949765
New Zealand,NZL,1992,14.628737334775725
New Zealand,NZL,1993,14.411265629050583
New Zealand,NZL,1994,13.622675606836179
New Zealand,NZL,1995,14.107219110942095
New Zealand,NZL,1996,13.680440393574315
New Zealand,NZL,1997,14.704206211538164
New Zealand,NZL,1998,13.371324743895018
New Zealand,NZL,1999,13.705433125732442
New Zealand,NZL,2000,13.054929573427088
New Zealand,NZL,2001,16.26347099160209
New Zealand,NZL,2002,16.26149101817709
New Zealand,NZL,2003,23.3366152385382
New Zealand,NZL,2004,24.057115004360195
New Zealand,NZL,2005,26.59613503992709
New Zealand,NZL,2006,26.12895698025309
New Zealand,NZL,2007,19.92477126325056
New Zealand,NZL,2008,24.703855201377543
New Zealand,NZL,2009,18.776218052824106
New Zealand,NZL,2010,16.247927708995675
New Zealand,NZL,2011,16.58731995226443
New Zealand,NZL,2012,20.22398958433637
New Zealand,NZL,2013,17.848795048541877
New Zealand,NZL,2014,17.073124664637376
New Zealand,NZL,2015,16.716038562633308
New Zealand,NZL,2016,14.17933206176809
Non-OECD,,1965,6012.646000454291
Non-OECD,,1966,6239.638648601802
Non-OECD,,1967,6169.231599665233
Non-OECD,,1968,6185.214035751353
Non-OECD,,1969,6569.086273777217
Non-OECD,,1970,6958.686849111252
Non-OECD,,1971,7379.987858313839
Non-OECD,,1972,7642.439120438943
Non-OECD,,1973,7764.509578994134
Non-OECD,,1974,7862.94849991826
Non-OECD,,1975,8386.381141845706
Non-OECD,,1976,8510.082970678075
Non-OECD,,1977,8928.56830953135
Non-OECD,,1978,9218.950224416889
Non-OECD,,1979,9490.271757201794
Non-OECD,,1980,9608.118178438743
Non-OECD,,1981,9778.908050491387
Non-OECD,,1982,10156.637113866465
Non-OECD,,1983,10590.35436751055
Non-OECD,,1984,11061.385678250419
Non-OECD,,1985,11479.429762316866
Non-OECD,,1986,11917.030655548026
Non-OECD,,1987,12553.618633347063
Non-OECD,,1988,13038.00723627088
Non-OECD,,1989,13208.192541856763
Non-OECD,,1990,13202.990609944067
Non-OECD,,1991,13185.844816175051
